,prod_est,coverage,type,year,month,concept,value_usd,status
1147,Trade Balance of Goods of Mexico,National,Imports,2017,4,Consumer Goods,4028.873,Final Figures
1148,Trade Balance of Goods of Mexico,National,Imports,2017,4,Intermediate Goods,23879.658,Final Figures
1149,Trade Balance of Goods of Mexico,National,Imports,2017,4,Capital Goods,2961.149,Final Figures
1150,Trade Balance of Goods of Mexico,National,Not applicable,2017,4,Total Trade Balance Exports Total - Imports Total,899.274,Final Figures
1151,Trade Balance of Goods of Mexico,National,Not applicable,2017,4,Total Trade Balance Exports Total - Imports Total CIF,36.7276999999992,Final Figures
1152,Trade Balance of Goods of Mexico,National,Exports,2017,5,Total Exports,35342.342,Final Figures
1153,Trade Balance of Goods of Mexico,National,Exports,2017,5,Petroleum,1630.558,Final Figures
1154,Trade Balance of Goods of Mexico,National,Exports,2017,5,Crude Oil,1303.194,Final Figures
1155,Trade Balance of Goods of Mexico,National,Exports,2017,5,Other Oil,327.364,Final Figures
1156,Trade Balance of Goods of Mexico,National,Exports,2017,5,Non Petroleum,33711.784,Final Figures
1157,Trade Balance of Goods of Mexico,National,Exports,2017,5,Agrarian,1556.195,Final Figures
1158,Trade Balance of Goods of Mexico,National,Exports,2017,5,Extractive,394.48,Final Figures
1159,Trade Balance of Goods of Mexico,National,Exports,2017,5,Manufacturing,31761.108,Final Figures
1160,Trade Balance of Goods of Mexico,National,Imports,2017,5,Total Imports,36546.951,Final Figures
1161,Trade Balance of Goods of Mexico,National,Imports,2017,5,Freight and insurance of imports,993.6701,Final Figures
1162,Trade Balance of Goods of Mexico,National,Imports,2017,5,Total Imports CIF (Total Imports + Freight and Insurance of Imports),37540.6211,Final Figures
1163,Trade Balance of Goods of Mexico,National,Imports,2017,5,Petroleum,2945.442,Final Figures
1164,Trade Balance of Goods of Mexico,National,Imports,2017,5,Non Petroleum,33601.509,Final Figures
1165,Trade Balance of Goods of Mexico,National,Imports,2017,5,Consumer Goods,4611.677,Final Figures
1166,Trade Balance of Goods of Mexico,National,Imports,2017,5,Intermediate Goods,28459.545,Final Figures
1167,Trade Balance of Goods of Mexico,National,Imports,2017,5,Capital Goods,3475.729,Final Figures
1168,Trade Balance of Goods of Mexico,National,Not applicable,2017,5,Total Trade Balance Exports Total - Imports Total,-1204.609,Final Figures
1169,Trade Balance of Goods of Mexico,National,Not applicable,2017,5,Total Trade Balance Exports Total - Imports Total CIF,-2198.2791,Final Figures
1170,Trade Balance of Goods of Mexico,National,Exports,2017,6,Total Exports,35547.887,Final Figures
1171,Trade Balance of Goods of Mexico,National,Exports,2017,6,Petroleum,1780.551,Final Figures
1172,Trade Balance of Goods of Mexico,National,Exports,2017,6,Crude Oil,1432.748,Final Figures
1173,Trade Balance of Goods of Mexico,National,Exports,2017,6,Other Oil,347.803,Final Figures
1174,Trade Balance of Goods of Mexico,National,Exports,2017,6,Non Petroleum,33767.335,Final Figures
1175,Trade Balance of Goods of Mexico,National,Exports,2017,6,Agrarian,1215.695,Final Figures
1176,Trade Balance of Goods of Mexico,National,Exports,2017,6,Extractive,499.024,Final Figures
1177,Trade Balance of Goods of Mexico,National,Exports,2017,6,Manufacturing,32052.617,Final Figures
1178,Trade Balance of Goods of Mexico,National,Imports,2017,6,Total Imports,35548.917,Final Figures
1179,Trade Balance of Goods of Mexico,National,Imports,2017,6,Freight and insurance of imports,967.6926,Final Figures
1180,Trade Balance of Goods of Mexico,National,Imports,2017,6,Total Imports CIF (Total Imports + Freight and Insurance of Imports),36516.6096,Final Figures
1181,Trade Balance of Goods of Mexico,National,Imports,2017,6,Petroleum,3100.625,Final Figures
1182,Trade Balance of Goods of Mexico,National,Imports,2017,6,Non Petroleum,32448.292,Final Figures
1183,Trade Balance of Goods of Mexico,National,Imports,2017,6,Consumer Goods,4646.839,Final Figures
1184,Trade Balance of Goods of Mexico,National,Imports,2017,6,Intermediate Goods,27424.716,Final Figures
1185,Trade Balance of Goods of Mexico,National,Imports,2017,6,Capital Goods,3477.362,Final Figures
1186,Trade Balance of Goods of Mexico,National,Not applicable,2017,6,Total Trade Balance Exports Total - Imports Total,-1.03,Final Figures
1187,Trade Balance of Goods of Mexico,National,Not applicable,2017,6,Total Trade Balance Exports Total - Imports Total CIF,-968.722600000001,Final Figures
1188,Trade Balance of Goods of Mexico,National,Exports,2017,7,Total Exports,32155.156,Final Figures
1189,Trade Balance of Goods of Mexico,National,Exports,2017,7,Petroleum,1940.723,Final Figures
1190,Trade Balance of Goods of Mexico,National,Exports,2017,7,Crude Oil,1716.195,Final Figures
1191,Trade Balance of Goods of Mexico,National,Exports,2017,7,Other Oil,224.528,Final Figures
1192,Trade Balance of Goods of Mexico,National,Exports,2017,7,Non Petroleum,30214.433,Final Figures
1193,Trade Balance of Goods of Mexico,National,Exports,2017,7,Agrarian,994.464,Final Figures
1194,Trade Balance of Goods of Mexico,National,Exports,2017,7,Extractive,427.942,Final Figures
1195,Trade Balance of Goods of Mexico,National,Exports,2017,7,Manufacturing,28792.027,Final Figures
1196,Trade Balance of Goods of Mexico,National,Imports,2017,7,Total Imports,33687.183,Final Figures
1197,Trade Balance of Goods of Mexico,National,Imports,2017,7,Freight and insurance of imports,937.107,Final Figures
1198,Trade Balance of Goods of Mexico,National,Imports,2017,7,Total Imports CIF (Total Imports + Freight and Insurance of Imports),34624.29,Final Figures
1199,Trade Balance of Goods of Mexico,National,Imports,2017,7,Petroleum,3133.569,Final Figures
1200,Trade Balance of Goods of Mexico,National,Imports,2017,7,Non Petroleum,30553.614,Final Figures
1201,Trade Balance of Goods of Mexico,National,Imports,2017,7,Consumer Goods,4436.965,Final Figures
1202,Trade Balance of Goods of Mexico,National,Imports,2017,7,Intermediate Goods,25925.894,Final Figures
1203,Trade Balance of Goods of Mexico,National,Imports,2017,7,Capital Goods,3324.324,Final Figures
1204,Trade Balance of Goods of Mexico,National,Not applicable,2017,7,Total Trade Balance Exports Total - Imports Total,-1532.027,Final Figures
1205,Trade Balance of Goods of Mexico,National,Not applicable,2017,7,Total Trade Balance Exports Total - Imports Total CIF,-2469.134,Final Figures
1206,Trade Balance of Goods of Mexico,National,Exports,2017,8,Total Exports,35926.907,Final Figures
1207,Trade Balance of Goods of Mexico,National,Exports,2017,8,Petroleum,1850.193,Final Figures
1208,Trade Balance of Goods of Mexico,National,Exports,2017,8,Crude Oil,1582.69,Final Figures
1209,Trade Balance of Goods of Mexico,National,Exports,2017,8,Other Oil,267.503,Final Figures
1210,Trade Balance of Goods of Mexico,National,Exports,2017,8,Non Petroleum,34076.714,Final Figures
1211,Trade Balance of Goods of Mexico,National,Exports,2017,8,Agrarian,1117.969,Final Figures
1212,Trade Balance of Goods of Mexico,National,Exports,2017,8,Extractive,462.81,Final Figures
1213,Trade Balance of Goods of Mexico,National,Exports,2017,8,Manufacturing,32495.935,Final Figures
1214,Trade Balance of Goods of Mexico,National,Imports,2017,8,Total Imports,38513.13,Final Figures
1215,Trade Balance of Goods of Mexico,National,Imports,2017,8,Freight and insurance of imports,1111.8232,Final Figures
1216,Trade Balance of Goods of Mexico,National,Imports,2017,8,Total Imports CIF (Total Imports + Freight and Insurance of Imports),39624.9532,Final Figures
1217,Trade Balance of Goods of Mexico,National,Imports,2017,8,Petroleum,4030.659,Final Figures
1218,Trade Balance of Goods of Mexico,National,Imports,2017,8,Non Petroleum,34482.471,Final Figures
1219,Trade Balance of Goods of Mexico,National,Imports,2017,8,Consumer Goods,5196.2,Final Figures
1220,Trade Balance of Goods of Mexico,National,Imports,2017,8,Intermediate Goods,29484.697,Final Figures
1221,Trade Balance of Goods of Mexico,National,Imports,2017,8,Capital Goods,3832.232,Final Figures
1222,Trade Balance of Goods of Mexico,National,Not applicable,2017,8,Total Trade Balance Exports Total - Imports Total,-2586.223,Final Figures
1223,Trade Balance of Goods of Mexico,National,Not applicable,2017,8,Total Trade Balance Exports Total - Imports Total CIF,-3698.0462,Final Figures
1224,Trade Balance of Goods of Mexico,National,Exports,2017,9,Total Exports,33771.318,Final Figures
1225,Trade Balance of Goods of Mexico,National,Exports,2017,9,Petroleum,1929.871,Final Figures
1226,Trade Balance of Goods of Mexico,National,Exports,2017,9,Crude Oil,1678.773,Final Figures
1227,Trade Balance of Goods of Mexico,National,Exports,2017,9,Other Oil,251.099,Final Figures
1228,Trade Balance of Goods of Mexico,National,Exports,2017,9,Non Petroleum,31841.447,Final Figures
1229,Trade Balance of Goods of Mexico,National,Exports,2017,9,Agrarian,983.568,Final Figures
1230,Trade Balance of Goods of Mexico,National,Exports,2017,9,Extractive,523.089,Final Figures
1231,Trade Balance of Goods of Mexico,National,Exports,2017,9,Manufacturing,30334.79,Final Figures
1232,Trade Balance of Goods of Mexico,National,Imports,2017,9,Total Imports,35706.801,Final Figures
1233,Trade Balance of Goods of Mexico,National,Imports,2017,9,Freight and insurance of imports,1024.2142,Final Figures
1234,Trade Balance of Goods of Mexico,National,Imports,2017,9,Total Imports CIF (Total Imports + Freight and Insurance of Imports),36731.0152,Final Figures
1235,Trade Balance of Goods of Mexico,National,Imports,2017,9,Petroleum,3621.293,Final Figures
1236,Trade Balance of Goods of Mexico,National,Imports,2017,9,Non Petroleum,32085.508,Final Figures
1237,Trade Balance of Goods of Mexico,National,Imports,2017,9,Consumer Goods,5090.858,Final Figures
1238,Trade Balance of Goods of Mexico,National,Imports,2017,9,Intermediate Goods,27113.405,Final Figures
1239,Trade Balance of Goods of Mexico,National,Imports,2017,9,Capital Goods,3502.538,Final Figures
1240,Trade Balance of Goods of Mexico,National,Not applicable,2017,9,Total Trade Balance Exports Total - Imports Total,-1935.483,Final Figures
1241,Trade Balance of Goods of Mexico,National,Not applicable,2017,9,Total Trade Balance Exports Total - Imports Total CIF,-2959.6972,Final Figures
1242,Trade Balance of Goods of Mexico,National,Exports,2017,10,Total Exports,36715.63,Final Figures
1243,Trade Balance of Goods of Mexico,National,Exports,2017,10,Petroleum,2279.544,Final Figures
1244,Trade Balance of Goods of Mexico,National,Exports,2017,10,Crude Oil,2055.952,Final Figures
1245,Trade Balance of Goods of Mexico,National,Exports,2017,10,Other Oil,223.592,Final Figures
1246,Trade Balance of Goods of Mexico,National,Exports,2017,10,Non Petroleum,34436.085,Final Figures
1247,Trade Balance of Goods of Mexico,National,Exports,2017,10,Agrarian,1227.12,Final Figures
1248,Trade Balance of Goods of Mexico,National,Exports,2017,10,Extractive,478.155,Final Figures
1249,Trade Balance of Goods of Mexico,National,Exports,2017,10,Manufacturing,32730.811,Final Figures
1250,Trade Balance of Goods of Mexico,National,Imports,2017,10,Total Imports,38969.493,Final Figures
1251,Trade Balance of Goods of Mexico,National,Imports,2017,10,Freight and insurance of imports,1104.4986,Final Figures
1252,Trade Balance of Goods of Mexico,National,Imports,2017,10,Total Imports CIF (Total Imports + Freight and Insurance of Imports),40073.9916,Final Figures
1253,Trade Balance of Goods of Mexico,National,Imports,2017,10,Petroleum,4082.313,Final Figures
1254,Trade Balance of Goods of Mexico,National,Imports,2017,10,Non Petroleum,34887.18,Final Figures
1255,Trade Balance of Goods of Mexico,National,Imports,2017,10,Consumer Goods,5591.569,Final Figures
1256,Trade Balance of Goods of Mexico,National,Imports,2017,10,Intermediate Goods,29562.883,Final Figures
1257,Trade Balance of Goods of Mexico,National,Imports,2017,10,Capital Goods,3815.042,Final Figures
1258,Trade Balance of Goods of Mexico,National,Not applicable,2017,10,Total Trade Balance Exports Total - Imports Total,-2253.863,Final Figures
1259,Trade Balance of Goods of Mexico,National,Not applicable,2017,10,Total Trade Balance Exports Total - Imports Total CIF,-3358.3616,Final Figures
1260,Trade Balance of Goods of Mexico,National,Exports,2017,11,Total Exports,37507.573,Final Figures
1261,Trade Balance of Goods of Mexico,National,Exports,2017,11,Petroleum,2482.094,Final Figures
1262,Trade Balance of Goods of Mexico,National,Exports,2017,11,Crude Oil,2233.416,Final Figures
1263,Trade Balance of Goods of Mexico,National,Exports,2017,11,Other Oil,248.678,Final Figures
1264,Trade Balance of Goods of Mexico,National,Exports,2017,11,Non Petroleum,35025.479,Final Figures
1265,Trade Balance of Goods of Mexico,National,Exports,2017,11,Agrarian,1408.044,Final Figures
1266,Trade Balance of Goods of Mexico,National,Exports,2017,11,Extractive,484.014,Final Figures
1267,Trade Balance of Goods of Mexico,National,Exports,2017,11,Manufacturing,33133.422,Final Figures
1268,Trade Balance of Goods of Mexico,National,Imports,2017,11,Total Imports,37082.913,Final Figures
1269,Trade Balance of Goods of Mexico,National,Imports,2017,11,Freight and insurance of imports,1027.9161,Final Figures
1270,Trade Balance of Goods of Mexico,National,Imports,2017,11,Total Imports CIF (Total Imports + Freight and Insurance of Imports),38110.8291,Final Figures
1271,Trade Balance of Goods of Mexico,National,Imports,2017,11,Petroleum,3976.558,Final Figures
1272,Trade Balance of Goods of Mexico,National,Imports,2017,11,Non Petroleum,33106.355,Final Figures
1273,Trade Balance of Goods of Mexico,National,Imports,2017,11,Consumer Goods,5363.894,Final Figures
1274,Trade Balance of Goods of Mexico,National,Imports,2017,11,Intermediate Goods,28037.601,Final Figures
1275,Trade Balance of Goods of Mexico,National,Imports,2017,11,Capital Goods,3681.418,Final Figures
1276,Trade Balance of Goods of Mexico,National,Not applicable,2017,11,Total Trade Balance Exports Total - Imports Total,424.66,Final Figures
1277,Trade Balance of Goods of Mexico,National,Not applicable,2017,11,Total Trade Balance Exports Total - Imports Total CIF,-603.256100000001,Final Figures
1278,Trade Balance of Goods of Mexico,National,Exports,2017,12,Total Exports,35986.234,Final Figures
1279,Trade Balance of Goods of Mexico,National,Exports,2017,12,Petroleum,2663.613,Final Figures
1280,Trade Balance of Goods of Mexico,National,Exports,2017,12,Crude Oil,2357.478,Final Figures
1281,Trade Balance of Goods of Mexico,National,Exports,2017,12,Other Oil,306.135,Final Figures
1282,Trade Balance of Goods of Mexico,National,Exports,2017,12,Non Petroleum,33322.621,Final Figures
1283,Trade Balance of Goods of Mexico,National,Exports,2017,12,Agrarian,1668.523,Final Figures
1284,Trade Balance of Goods of Mexico,National,Exports,2017,12,Extractive,476.02,Final Figures
1285,Trade Balance of Goods of Mexico,National,Exports,2017,12,Manufacturing,31178.078,Final Figures
1286,Trade Balance of Goods of Mexico,National,Imports,2017,12,Total Imports,35984.012,Final Figures
1287,Trade Balance of Goods of Mexico,National,Imports,2017,12,Freight and insurance of imports,1021.1407,Final Figures
1288,Trade Balance of Goods of Mexico,National,Imports,2017,12,Total Imports CIF (Total Imports + Freight and Insurance of Imports),37005.1527,Final Figures
1289,Trade Balance of Goods of Mexico,National,Imports,2017,12,Petroleum,4388.471,Final Figures
1290,Trade Balance of Goods of Mexico,National,Imports,2017,12,Non Petroleum,31595.54,Final Figures
1291,Trade Balance of Goods of Mexico,National,Imports,2017,12,Consumer Goods,5314.816,Final Figures
1292,Trade Balance of Goods of Mexico,National,Imports,2017,12,Intermediate Goods,26975.812,Final Figures
1293,Trade Balance of Goods of Mexico,National,Imports,2017,12,Capital Goods,3693.384,Final Figures
1294,Trade Balance of Goods of Mexico,National,Not applicable,2017,12,Total Trade Balance Exports Total - Imports Total,2.222,Final Figures
1295,Trade Balance of Goods of Mexico,National,Not applicable,2017,12,Total Trade Balance Exports Total - Imports Total CIF,-1018.9187,Final Figures
1296,Trade Balance of Goods of Mexico,National,Exports,2018,1,Total Exports,30718.527,Final Figures
1297,Trade Balance of Goods of Mexico,National,Exports,2018,1,Petroleum,2313.65,Final Figures
1298,Trade Balance of Goods of Mexico,National,Exports,2018,1,Crude Oil,1979.404,Final Figures
1299,Trade Balance of Goods of Mexico,National,Exports,2018,1,Other Oil,334.246,Final Figures
1300,Trade Balance of Goods of Mexico,National,Exports,2018,1,Non Petroleum,28404.877,Final Figures
1301,Trade Balance of Goods of Mexico,National,Exports,2018,1,Agrarian,1603.796,Final Figures
1302,Trade Balance of Goods of Mexico,National,Exports,2018,1,Extractive,500.068,Final Figures
1303,Trade Balance of Goods of Mexico,National,Exports,2018,1,Manufacturing,26301.012,Final Figures
1304,Trade Balance of Goods of Mexico,National,Imports,2018,1,Total Imports,35140.478,Final Figures
1305,Trade Balance of Goods of Mexico,National,Imports,2018,1,Freight and insurance of imports,950.9736,Final Figures
1306,Trade Balance of Goods of Mexico,National,Imports,2018,1,Total Imports CIF (Total Imports + Freight and Insurance of Imports),36091.4516,Final Figures
1307,Trade Balance of Goods of Mexico,National,Imports,2018,1,Petroleum,3874.791,Final Figures
1308,Trade Balance of Goods of Mexico,National,Imports,2018,1,Non Petroleum,31265.687,Final Figures
1309,Trade Balance of Goods of Mexico,National,Imports,2018,1,Consumer Goods,4931.393,Final Figures
1310,Trade Balance of Goods of Mexico,National,Imports,2018,1,Intermediate Goods,26502.373,Final Figures
1311,Trade Balance of Goods of Mexico,National,Imports,2018,1,Capital Goods,3706.711,Final Figures
1312,Trade Balance of Goods of Mexico,National,Not applicable,2018,1,Total Trade Balance Exports Total - Imports Total,-4421.951,Final Figures
1313,Trade Balance of Goods of Mexico,National,Not applicable,2018,1,Total Trade Balance Exports Total - Imports Total CIF,-5372.9246,Final Figures
1314,Trade Balance of Goods of Mexico,National,Exports,2018,2,Total Exports,35093.793,Final Figures
1315,Trade Balance of Goods of Mexico,National,Exports,2018,2,Petroleum,2598.853,Final Figures
1316,Trade Balance of Goods of Mexico,National,Exports,2018,2,Crude Oil,2299.678,Final Figures
1317,Trade Balance of Goods of Mexico,National,Exports,2018,2,Other Oil,299.175,Final Figures
1318,Trade Balance of Goods of Mexico,National,Exports,2018,2,Non Petroleum,32494.94,Final Figures
1319,Trade Balance of Goods of Mexico,National,Exports,2018,2,Agrarian,1524.793,Final Figures
1320,Trade Balance of Goods of Mexico,National,Exports,2018,2,Extractive,494.984,Final Figures
1321,Trade Balance of Goods of Mexico,National,Exports,2018,2,Manufacturing,30475.162,Final Figures
1322,Trade Balance of Goods of Mexico,National,Imports,2018,2,Total Imports,34149.86,Final Figures
1323,Trade Balance of Goods of Mexico,National,Imports,2018,2,Freight and insurance of imports,927.3837,Final Figures
1324,Trade Balance of Goods of Mexico,National,Imports,2018,2,Total Imports CIF (Total Imports + Freight and Insurance of Imports),35077.2437,Final Figures
1325,Trade Balance of Goods of Mexico,National,Imports,2018,2,Petroleum,3931.095,Final Figures
1326,Trade Balance of Goods of Mexico,National,Imports,2018,2,Non Petroleum,30218.765,Final Figures
1327,Trade Balance of Goods of Mexico,National,Imports,2018,2,Consumer Goods,4573.151,Final Figures
1328,Trade Balance of Goods of Mexico,National,Imports,2018,2,Intermediate Goods,26244.012,Final Figures
1329,Trade Balance of Goods of Mexico,National,Imports,2018,2,Capital Goods,3332.697,Final Figures
1330,Trade Balance of Goods of Mexico,National,Not applicable,2018,2,Total Trade Balance Exports Total - Imports Total,943.933,Final Figures
1331,Trade Balance of Goods of Mexico,National,Not applicable,2018,2,Total Trade Balance Exports Total - Imports Total CIF,16.549299999997,Final Figures
1332,Trade Balance of Goods of Mexico,National,Exports,2018,3,Total Exports,39484.266,Final Figures
1333,Trade Balance of Goods of Mexico,National,Exports,2018,3,Petroleum,2456.376,Final Figures
1334,Trade Balance of Goods of Mexico,National,Exports,2018,3,Crude Oil,2089.879,Final Figures
1335,Trade Balance of Goods of Mexico,National,Exports,2018,3,Other Oil,366.497,Final Figures
1336,Trade Balance of Goods of Mexico,National,Exports,2018,3,Non Petroleum,37027.89,Final Figures
1337,Trade Balance of Goods of Mexico,National,Exports,2018,3,Agrarian,1779.657,Final Figures
1338,Trade Balance of Goods of Mexico,National,Exports,2018,3,Extractive,619.944,Final Figures
1339,Trade Balance of Goods of Mexico,National,Exports,2018,3,Manufacturing,34628.289,Final Figures
1340,Trade Balance of Goods of Mexico,National,Imports,2018,3,Total Imports,37734.615,Final Figures
1341,Trade Balance of Goods of Mexico,National,Imports,2018,3,Freight and insurance of imports,992.9108,Final Figures
1342,Trade Balance of Goods of Mexico,National,Imports,2018,3,Total Imports CIF (Total Imports + Freight and Insurance of Imports),38727.5258,Final Figures
1343,Trade Balance of Goods of Mexico,National,Imports,2018,3,Petroleum,4269.789,Final Figures
1344,Trade Balance of Goods of Mexico,National,Imports,2018,3,Non Petroleum,33464.826,Final Figures
1345,Trade Balance of Goods of Mexico,National,Imports,2018,3,Consumer Goods,5020.551,Final Figures
1346,Trade Balance of Goods of Mexico,National,Imports,2018,3,Intermediate Goods,29331.5,Final Figures
1347,Trade Balance of Goods of Mexico,National,Imports,2018,3,Capital Goods,3382.564,Final Figures
1348,Trade Balance of Goods of Mexico,National,Not applicable,2018,3,Total Trade Balance Exports Total - Imports Total,1749.651,Final Figures
1349,Trade Balance of Goods of Mexico,National,Not applicable,2018,3,Total Trade Balance Exports Total - Imports Total CIF,756.740200000003,Final Figures
1350,Trade Balance of Goods of Mexico,National,Exports,2018,4,Total Exports,37181.694,Final Figures
1351,Trade Balance of Goods of Mexico,National,Exports,2018,4,Petroleum,2626.302,Final Figures
1352,Trade Balance of Goods of Mexico,National,Exports,2018,4,Crude Oil,2239.458,Final Figures
1353,Trade Balance of Goods of Mexico,National,Exports,2018,4,Other Oil,386.844,Final Figures
1354,Trade Balance of Goods of Mexico,National,Exports,2018,4,Non Petroleum,34555.392,Final Figures
1355,Trade Balance of Goods of Mexico,National,Exports,2018,4,Agrarian,1575.225,Final Figures
1356,Trade Balance of Goods of Mexico,National,Exports,2018,4,Extractive,588.982,Final Figures
1357,Trade Balance of Goods of Mexico,National,Exports,2018,4,Manufacturing,32391.186,Final Figures
1358,Trade Balance of Goods of Mexico,National,Imports,2018,4,Total Imports,37471.965,Final Figures
1359,Trade Balance of Goods of Mexico,National,Imports,2018,4,Freight and insurance of imports,996.1558,Final Figures
1360,Trade Balance of Goods of Mexico,National,Imports,2018,4,Total Imports CIF (Total Imports + Freight and Insurance of Imports),38468.1208,Final Figures
1361,Trade Balance of Goods of Mexico,National,Imports,2018,4,Petroleum,4270.046,Final Figures
1362,Trade Balance of Goods of Mexico,National,Imports,2018,4,Non Petroleum,33201.919,Final Figures
1363,Trade Balance of Goods of Mexico,National,Imports,2018,4,Consumer Goods,5079.763,Final Figures
1364,Trade Balance of Goods of Mexico,National,Imports,2018,4,Intermediate Goods,28673.457,Final Figures
1365,Trade Balance of Goods of Mexico,National,Imports,2018,4,Capital Goods,3718.745,Final Figures
1366,Trade Balance of Goods of Mexico,National,Not applicable,2018,4,Total Trade Balance Exports Total - Imports Total,-290.271,Final Figures
1367,Trade Balance of Goods of Mexico,National,Not applicable,2018,4,Total Trade Balance Exports Total - Imports Total CIF,-1286.4268,Final Figures
1368,Trade Balance of Goods of Mexico,National,Exports,2018,5,Total Exports,39213.912,Final Figures
1369,Trade Balance of Goods of Mexico,National,Exports,2018,5,Petroleum,2827.055,Final Figures
1370,Trade Balance of Goods of Mexico,National,Exports,2018,5,Crude Oil,2375.489,Final Figures
1371,Trade Balance of Goods of Mexico,National,Exports,2018,5,Other Oil,451.566,Final Figures
1372,Trade Balance of Goods of Mexico,National,Exports,2018,5,Non Petroleum,36386.857,Final Figures
1373,Trade Balance of Goods of Mexico,National,Exports,2018,5,Agrarian,1588.618,Final Figures
1374,Trade Balance of Goods of Mexico,National,Exports,2018,5,Extractive,546.431,Final Figures
1375,Trade Balance of Goods of Mexico,National,Exports,2018,5,Manufacturing,34251.809,Final Figures
1376,Trade Balance of Goods of Mexico,National,Imports,2018,5,Total Imports,40766.241,Final Figures
1377,Trade Balance of Goods of Mexico,National,Imports,2018,5,Freight and insurance of imports,1094.923,Final Figures
1378,Trade Balance of Goods of Mexico,National,Imports,2018,5,Total Imports CIF (Total Imports + Freight and Insurance of Imports),41861.164,Final Figures
1379,Trade Balance of Goods of Mexico,National,Imports,2018,5,Petroleum,4457.744,Final Figures
1380,Trade Balance of Goods of Mexico,National,Imports,2018,5,Non Petroleum,36308.497,Final Figures
1381,Trade Balance of Goods of Mexico,National,Imports,2018,5,Consumer Goods,5193.25,Final Figures
1382,Trade Balance of Goods of Mexico,National,Imports,2018,5,Intermediate Goods,31783.893,Final Figures
1383,Trade Balance of Goods of Mexico,National,Imports,2018,5,Capital Goods,3789.098,Final Figures
1384,Trade Balance of Goods of Mexico,National,Not applicable,2018,5,Total Trade Balance Exports Total - Imports Total,-1552.329,Final Figures
1385,Trade Balance of Goods of Mexico,National,Not applicable,2018,5,Total Trade Balance Exports Total - Imports Total CIF,-2647.252,Final Figures
1386,Trade Balance of Goods of Mexico,National,Exports,2018,6,Total Exports,37483.508,Final Figures
1387,Trade Balance of Goods of Mexico,National,Exports,2018,6,Petroleum,2509.174,Final Figures
1388,Trade Balance of Goods of Mexico,National,Exports,2018,6,Crude Oil,2150.299,Final Figures
1389,Trade Balance of Goods of Mexico,National,Exports,2018,6,Other Oil,358.875,Final Figures
1390,Trade Balance of Goods of Mexico,National,Exports,2018,6,Non Petroleum,34974.334,Final Figures
1391,Trade Balance of Goods of Mexico,National,Exports,2018,6,Agrarian,1243.492,Final Figures
1392,Trade Balance of Goods of Mexico,National,Exports,2018,6,Extractive,546.439,Final Figures
1393,Trade Balance of Goods of Mexico,National,Exports,2018,6,Manufacturing,33184.403,Final Figures
1394,Trade Balance of Goods of Mexico,National,Imports,2018,6,Total Imports,38383.337,Final Figures
1395,Trade Balance of Goods of Mexico,National,Imports,2018,6,Freight and insurance of imports,1039.2883,Final Figures
1396,Trade Balance of Goods of Mexico,National,Imports,2018,6,Total Imports CIF (Total Imports + Freight and Insurance of Imports),39422.6253,Final Figures
1397,Trade Balance of Goods of Mexico,National,Imports,2018,6,Petroleum,4702.9,Final Figures
1398,Trade Balance of Goods of Mexico,National,Imports,2018,6,Non Petroleum,33680.436,Final Figures
1399,Trade Balance of Goods of Mexico,National,Imports,2018,6,Consumer Goods,5082.945,Final Figures
1400,Trade Balance of Goods of Mexico,National,Imports,2018,6,Intermediate Goods,29491.153,Final Figures
1401,Trade Balance of Goods of Mexico,National,Imports,2018,6,Capital Goods,3809.239,Final Figures
1402,Trade Balance of Goods of Mexico,National,Not applicable,2018,6,Total Trade Balance Exports Total - Imports Total,-899.828,Final Figures
1403,Trade Balance of Goods of Mexico,National,Not applicable,2018,6,Total Trade Balance Exports Total - Imports Total CIF,-1939.1173,Final Figures
1404,Trade Balance of Goods of Mexico,National,Exports,2018,7,Total Exports,36742.212,Final Figures
1405,Trade Balance of Goods of Mexico,National,Exports,2018,7,Petroleum,2606.474,Final Figures
1406,Trade Balance of Goods of Mexico,National,Exports,2018,7,Crude Oil,2377.041,Final Figures
1407,Trade Balance of Goods of Mexico,National,Exports,2018,7,Other Oil,229.433,Final Figures
1408,Trade Balance of Goods of Mexico,National,Exports,2018,7,Non Petroleum,34135.738,Final Figures
1409,Trade Balance of Goods of Mexico,National,Exports,2018,7,Agrarian,1052.821,Final Figures
1410,Trade Balance of Goods of Mexico,National,Exports,2018,7,Extractive,512.943,Final Figures
1411,Trade Balance of Goods of Mexico,National,Exports,2018,7,Manufacturing,32569.974,Final Figures
1412,Trade Balance of Goods of Mexico,National,Imports,2018,7,Total Imports,39612.118,Final Figures
1413,Trade Balance of Goods of Mexico,National,Imports,2018,7,Freight and insurance of imports,1085.526,Final Figures
1414,Trade Balance of Goods of Mexico,National,Imports,2018,7,Total Imports CIF (Total Imports + Freight and Insurance of Imports),40697.644,Final Figures
1415,Trade Balance of Goods of Mexico,National,Imports,2018,7,Petroleum,4913.584,Final Figures
1416,Trade Balance of Goods of Mexico,National,Imports,2018,7,Non Petroleum,34698.534,Final Figures
1417,Trade Balance of Goods of Mexico,National,Imports,2018,7,Consumer Goods,5309.509,Final Figures
1418,Trade Balance of Goods of Mexico,National,Imports,2018,7,Intermediate Goods,30237.562,Final Figures
1419,Trade Balance of Goods of Mexico,National,Imports,2018,7,Capital Goods,4065.047,Final Figures
