prod_est,coverage,type,year,month,concept,value_usd,status
Trade Balance of Goods of Mexico,National,Imports,2016,7,Non Petroleum,28602.394,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,7,Consumer Goods,4333.743,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,7,Intermediate Goods,23969.287,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,7,Capital Goods,3296.232,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2016,7,Total Trade Balance Exports Total - Imports Total,-1826.252,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2016,7,Total Trade Balance Exports Total - Imports Total CIF,-2681.7501,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,8,Total Exports,32446.304,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,8,Petroleum,1762.087,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,8,Crude Oil,1501.229,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,8,Other Oil,260.858,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,8,Non Petroleum,30684.217,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,8,Agrarian,950.381,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,8,Extractive,388.179,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,8,Manufacturing,29345.657,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,8,Total Imports,34332.06,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,8,Freight and insurance of imports,937.7621,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,8,Total Imports CIF (Total Imports + Freight and Insurance of Imports),35269.8221,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,8,Petroleum,2789.52,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,8,Non Petroleum,31542.54,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,8,Consumer Goods,4639.452,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,8,Intermediate Goods,26143.052,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,8,Capital Goods,3549.556,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2016,8,Total Trade Balance Exports Total - Imports Total,-1885.756,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2016,8,Total Trade Balance Exports Total - Imports Total CIF,-2823.5181,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,9,Total Exports,32701.172,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,9,Petroleum,1886.232,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,9,Crude Oil,1613.669,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,9,Other Oil,272.563,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,9,Non Petroleum,30814.94,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,9,Agrarian,1081.979,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,9,Extractive,416.248,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,9,Manufacturing,29316.713,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,9,Total Imports,34229.627,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,9,Freight and insurance of imports,926.1561,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,9,Total Imports CIF (Total Imports + Freight and Insurance of Imports),35155.7831,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,9,Petroleum,3073.637,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,9,Non Petroleum,31155.99,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,9,Consumer Goods,4755.788,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,9,Intermediate Goods,25856.989,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,9,Capital Goods,3616.85,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2016,9,Total Trade Balance Exports Total - Imports Total,-1528.455,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2016,9,Total Trade Balance Exports Total - Imports Total CIF,-2454.6111,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,10,Total Exports,32596.379,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,10,Petroleum,1932.789,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,10,Crude Oil,1681.872,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,10,Other Oil,250.917,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,10,Non Petroleum,30663.59,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,10,Agrarian,1133.342,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,10,Extractive,432.725,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,10,Manufacturing,29097.523,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,10,Total Imports,33495.421,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,10,Freight and insurance of imports,920.3512,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,10,Total Imports CIF (Total Imports + Freight and Insurance of Imports),34415.7722,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,10,Petroleum,2913.646,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,10,Non Petroleum,30581.776,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,10,Consumer Goods,4737.242,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,10,Intermediate Goods,25278.336,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,10,Capital Goods,3479.843,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2016,10,Total Trade Balance Exports Total - Imports Total,-899.042,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2016,10,Total Trade Balance Exports Total - Imports Total CIF,-1819.3932,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,11,Total Exports,34344.613,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,11,Petroleum,1700.447,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,11,Crude Oil,1491.336,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,11,Other Oil,209.111,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,11,Non Petroleum,32644.165,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,11,Agrarian,1339.264,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,11,Extractive,473.685,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,11,Manufacturing,30831.216,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,11,Total Imports,34267.067,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,11,Freight and insurance of imports,934.1314,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,11,Total Imports CIF (Total Imports + Freight and Insurance of Imports),35201.1984,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,11,Petroleum,2868.343,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,11,Non Petroleum,31398.724,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,11,Consumer Goods,4678.962,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,11,Intermediate Goods,26118.54,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,11,Capital Goods,3469.565,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2016,11,Total Trade Balance Exports Total - Imports Total,77.546,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2016,11,Total Trade Balance Exports Total - Imports Total CIF,-856.585399999999,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,12,Total Exports,33195.659,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,12,Petroleum,1820.596,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,12,Crude Oil,1479.668,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,12,Other Oil,340.928,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,12,Non Petroleum,31375.063,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,12,Agrarian,1381.35,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,12,Extractive,391.065,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,12,Manufacturing,29602.648,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,12,Total Imports,33206.048,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,12,Freight and insurance of imports,926.0685,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,12,Total Imports CIF (Total Imports + Freight and Insurance of Imports),34132.1165,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,12,Petroleum,3445.781,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,12,Non Petroleum,29760.267,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,12,Consumer Goods,4579.706,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,12,Intermediate Goods,25077.528,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,12,Capital Goods,3548.815,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2016,12,Total Trade Balance Exports Total - Imports Total,-10.389,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2016,12,Total Trade Balance Exports Total - Imports Total CIF,-936.4575,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,1,Total Exports,27316.175,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,1,Petroleum,1875.009,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,1,Crude Oil,1526.364,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,1,Other Oil,348.645,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,1,Non Petroleum,25441.166,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,1,Agrarian,1323.686,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,1,Extractive,311.262,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,1,Manufacturing,23806.218,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,1,Total Imports,30788.434,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,1,Freight and insurance of imports,886.5113,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,1,Total Imports CIF (Total Imports + Freight and Insurance of Imports),31674.9453,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,1,Petroleum,3376.032,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,1,Non Petroleum,27412.402,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,1,Consumer Goods,4218.591,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,1,Intermediate Goods,23420.586,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,1,Capital Goods,3149.257,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2017,1,Total Trade Balance Exports Total - Imports Total,-3472.259,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2017,1,Total Trade Balance Exports Total - Imports Total CIF,-4358.7703,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,2,Total Exports,31345.973,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,2,Petroleum,1891.857,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,2,Crude Oil,1524.602,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,2,Other Oil,367.255,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,2,Non Petroleum,29454.116,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,2,Agrarian,1408.394,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,2,Extractive,463.883,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,2,Manufacturing,27581.839,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,2,Total Imports,30586.757,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,2,Freight and insurance of imports,850.5459,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,2,Total Imports CIF (Total Imports + Freight and Insurance of Imports),31437.3029,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,2,Petroleum,3050.589,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,2,Non Petroleum,27536.168,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,2,Consumer Goods,4078.97,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,2,Intermediate Goods,23713.982,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,2,Capital Goods,2793.805,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2017,2,Total Trade Balance Exports Total - Imports Total,759.216,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2017,2,Total Trade Balance Exports Total - Imports Total CIF,-91.3298999999985,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,3,Total Exports,36048.426,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,3,Petroleum,1721.941,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,3,Crude Oil,1308.81,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,3,Other Oil,413.13,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,3,Non Petroleum,34326.485,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,3,Agrarian,1689.479,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,3,Extractive,408.563,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,3,Manufacturing,32228.443,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,3,Total Imports,36110.316,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,3,Freight and insurance of imports,998.6382,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,3,Total Imports CIF (Total Imports + Freight and Insurance of Imports),37108.9542,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,3,Petroleum,3434.004,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,3,Non Petroleum,32676.312,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,3,Consumer Goods,4759.148,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,3,Intermediate Goods,28040.627,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,3,Capital Goods,3310.54,Final Figures
